status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
13,24,31,42,2223,61,75,84,93,101,75,123,52,141,151,162,173,182,191,202,1
13,48,32,42,7238,64,75,83,93,101,74,122,32,141,151,162,173,181,191,202,1
11,30,32,48,2503,61,75,84,93,101,73,123,41,142,151,162,173,182,191,202,1
11,18,30,48,2622,61,73,84,93,101,75,122,34,143,151,161,173,182,191,202,1
11,24,30,41,4351,64,73,81,92,101,75,123,48,143,151,161,172,182,192,202,1
11,6,30,42,368,64,75,84,93,101,75,123,38,143,151,161,173,182,191,202,1
11,12,30,47,754,64,75,84,93,101,75,123,38,143,151,162,173,182,191,202,1
13,24,31,42,2424,64,75,84,93,101,75,123,53,143,151,162,173,182,191,202,1
11,48,32,48,6681,64,73,84,93,101,75,121,38,143,152,161,173,181,192,202,1
11,18,32,48,2427,64,75,84,93,101,73,123,42,143,151,162,173,182,191,202,1
11,24,31,42,1216,61,72,84,93,101,75,121,38,141,151,162,173,181,191,202,0
11,6,30,42,753,65,73,82,92,103,74,124,64,143,151,161,173,182,191,202,1
11,7,30,42,2576,65,73,82,93,103,73,124,35,143,151,161,173,182,191,201,1
11,6,30,42,590,65,72,83,94,101,74,124,26,143,151,161,172,182,191,201,1
11,8,30,42,1414,65,73,84,93,103,73,124,33,143,151,161,173,182,191,201,1
11,12,30,42,1103,65,74,84,93,103,74,124,29,143,151,162,173,182,191,202,1
11,12,32,42,585,65,73,84,94,102,75,124,20,143,153,162,173,182,191,202,1
11,6,30,42,1068,65,75,84,93,101,75,122,28,143,151,161,173,181,191,202,1
14,8,31,410,713,65,75,84,93,101,75,124,47,143,151,162,172,182,191,202,1
11,12,30,42,1092,65,73,84,92,103,75,124,49,143,151,162,173,182,192,202,1
11,7,30,42,2329,65,72,81,92,103,72,124,45,143,151,161,173,182,191,202,1
11,13,31,42,882,65,72,84,93,103,75,124,23,143,151,162,173,182,191,202,1
11,18,30,42,866,65,73,84,94,103,73,124,25,143,151,161,172,182,191,202,1
11,7,30,42,2415,65,73,83,93,103,73,124,34,143,151,161,173,182,191,202,1
11,13,30,42,2101,65,72,82,92,103,75,123,23,143,151,161,172,182,191,202,1
11,18,30,42,1301,65,75,84,94,103,73,124,32,143,151,161,172,182,191,202,1
11,18,30,42,1113,65,73,84,92,103,75,124,26,143,151,161,172,181,191,202,1
11,8,30,42,760,65,74,84,92,103,73,124,44,143,151,161,172,182,191,202,1
11,12,30,42,625,65,72,84,94,103,72,124,26,141,151,161,172,182,191,202,1
12,6,31,410,1323,61,75,82,91,101,75,122,28,143,151,162,173,181,192,202,1
14,9,31,42,1138,65,73,84,93,101,75,124,25,143,151,162,172,182,191,202,1
11,18,31,42,1795,65,75,83,92,103,75,124,48,141,153,162,172,182,192,202,1
11,15,31,42,2728,64,74,84,93,103,73,124,35,141,151,163,173,182,192,202,1
11,6,30,42,484,65,74,83,94,103,74,124,28,141,151,161,172,182,191,202,1
11,10,34,42,1048,65,73,84,93,101,75,124,23,142,151,161,172,182,191,202,1
11,12,30,42,1155,65,75,83,94,103,74,124,40,141,151,162,172,182,191,202,1
11,20,32,40,7057,64,74,83,93,101,75,123,36,141,153,162,174,181,192,202,1
11,15,31,42,1537,64,75,84,93,103,75,124,50,143,151,162,173,182,192,202,1
14,12,30,42,2214,65,73,84,93,101,74,123,24,143,151,161,172,182,191,202,1
13,24,31,41,1585,65,74,84,93,101,74,123,40,143,151,162,173,182,191,202,1
11,10,30,41,1521,65,73,84,91,101,73,122,31,143,151,161,172,182,191,202,1
11,36,34,43,3990,64,72,83,92,101,73,121,29,141,151,161,171,182,191,202,1
12,18,30,41,3049,65,72,81,92,101,72,123,45,142,151,161,172,182,191,202,1
14,24,30,42,1282,61,73,84,92,101,73,122,32,143,151,161,172,182,191,202,0
13,60,30,42,10144,61,74,82,92,101,75,124,21,143,151,161,173,182,192,202,1
14,12,30,410,1168,65,73,84,94,101,74,124,27,143,151,161,172,182,191,202,1
11,6,30,44,454,65,72,83,94,101,72,123,22,143,151,161,172,182,191,202,1
13,15,32,40,3594,65,72,81,92,101,73,123,46,143,151,162,172,182,191,202,1
13,12,30,41,1768,65,73,83,93,101,73,124,24,143,153,161,172,182,191,202,1
13,60,32,42,15653,65,74,82,93,101,75,122,21,143,151,162,173,182,192,202,1
12,12,32,410,2247,65,73,82,92,101,73,122,36,142,151,162,173,182,192,202,1
13,24,30,42,1413,65,73,84,94,101,73,123,28,143,151,161,173,182,191,202,1
11,45,31,40,4576,61,71,83,93,101,75,122,27,143,151,161,173,182,191,202,1
14,24,31,42,1231,63,75,84,92,101,75,123,57,143,153,162,174,182,192,202,1
14,36,30,40,8335,64,75,83,93,101,75,121,47,143,152,161,173,182,191,202,0
11,36,31,40,5800,65,73,83,93,101,75,122,34,143,151,162,173,182,192,202,1
14,18,32,45,8471,64,73,81,92,101,73,122,23,143,153,162,173,182,192,202,1
14,30,30,41,3622,63,75,84,92,101,75,123,57,143,153,162,173,182,192,202,1
14,6,31,42,1169,64,75,84,93,101,75,124,67,143,151,162,173,182,192,202,1
13,15,30,43,1262,62,74,84,93,101,74,123,36,143,151,162,173,182,192,202,1
12,24,31,41,3617,64,75,84,93,102,75,121,20,143,153,162,173,182,191,202,1
11,30,31,410,2181,64,75,84,93,101,75,124,36,143,151,162,173,182,191,202,1
14,48,34,48,7685,65,74,82,92,103,75,122,37,143,153,161,173,182,191,202,0
13,48,31,45,6110,65,73,81,93,101,74,121,31,141,152,161,173,182,192,202,1
13,24,30,410,3757,65,75,84,92,102,75,121,62,143,152,161,173,182,192,202,1
14,42,31,44,3394,65,71,84,93,102,75,122,65,143,151,162,171,182,191,202,1
13,36,31,48,6304,64,75,84,93,101,75,124,36,143,151,162,173,182,191,202,1
13,9,31,45,1244,64,75,84,92,101,75,123,41,143,153,162,172,182,191,202,1
13,6,30,410,3518,65,73,82,93,103,74,123,26,143,153,161,173,182,191,202,1
13,36,33,44,2613,65,73,84,93,101,73,122,27,143,151,162,173,182,191,202,1
14,48,30,45,7476,65,74,84,93,101,72,121,50,143,152,161,174,182,192,202,1
13,24,30,48,4591,63,73,82,93,101,74,123,54,143,151,163,174,182,192,202,0
11,18,30,41,1924,64,72,84,92,101,74,124,27,143,153,161,173,182,191,202,0
11,72,30,42,5595,61,73,82,94,101,73,122,24,143,151,161,173,182,191,202,0
11,48,32,45,6224,65,75,84,93,101,75,121,50,143,152,161,173,182,191,202,0
12,15,30,45,1905,65,75,84,93,101,75,122,40,143,153,161,174,182,192,202,1
13,21,32,40,2993,65,73,83,93,101,73,124,28,142,151,162,172,182,191,202,1
13,36,32,40,8947,64,74,83,93,101,73,122,31,142,151,161,174,181,192,202,1
14,24,30,41,4020,65,73,82,93,101,73,122,27,142,151,161,173,182,191,202,1
11,18,30,40,2779,65,73,81,94,101,74,122,21,143,153,161,173,182,192,202,1
13,21,30,410,2782,62,74,81,92,101,73,122,31,141,151,161,174,182,191,202,1
13,12,30,410,1884,65,75,84,93,101,75,122,39,143,151,161,174,182,192,202,1
13,36,31,40,11054,64,73,84,93,101,73,122,30,143,151,161,174,182,192,202,1
11,60,32,42,9157,64,73,82,93,101,73,121,27,143,152,161,174,182,191,202,1
11,42,34,40,9283,65,71,81,93,101,73,121,55,141,152,161,174,182,192,202,1
13,60,30,410,6527,64,73,84,93,101,75,121,34,143,152,161,173,181,192,202,1
13,15,31,40,3368,63,75,83,93,101,75,121,23,143,153,162,173,182,192,202,1
14,15,30,410,2511,65,71,81,92,101,75,122,23,143,153,161,173,182,191,202,1
14,36,30,40,5493,65,75,82,93,101,75,121,42,143,152,161,173,181,191,202,1
13,6,30,43,1338,62,73,81,91,101,75,124,62,143,151,161,173,182,191,202,1
11,9,30,42,1082,65,75,84,93,101,75,122,37,143,151,162,172,182,191,202,1
13,18,31,42,1149,63,73,84,93,101,74,124,46,143,151,162,173,182,191,202,1
11,15,30,44,1308,65,75,84,93,101,75,122,38,143,151,162,172,182,191,202,1
11,20,33,40,6148,61,75,83,94,101,75,122,31,141,151,162,173,182,192,202,1
13,12,30,41,1736,65,74,83,92,101,75,124,31,143,151,161,172,182,191,202,1
13,12,30,42,3059,63,74,82,91,101,75,124,61,143,151,161,172,182,191,202,1
14,24,30,41,2996,64,73,82,94,101,75,122,20,143,151,161,173,182,191,202,0
13,30,31,40,7596,64,75,81,93,101,75,122,63,143,151,162,173,182,191,202,1
13,30,30,40,4811,64,74,82,92,101,75,123,24,142,153,161,172,182,191,202,1
13,6,30,41,1766,65,73,81,94,101,73,123,21,143,153,161,173,182,191,202,1
11,24,30,40,2760,64,75,84,93,101,75,121,36,141,152,161,173,182,192,202,1
13,24,31,44,5507,65,75,83,93,101,75,121,44,143,152,162,173,182,191,202,1
11,9,30,45,1199,65,74,84,92,101,75,123,67,143,151,162,174,182,192,202,1
12,24,30,41,2892,65,75,83,91,101,75,121,51,143,152,161,173,182,191,202,1
11,36,32,410,2862,61,75,84,93,101,74,121,30,143,152,161,173,182,191,202,1
14,9,30,410,654,65,73,84,93,101,74,122,28,143,151,161,172,182,191,202,0
11,9,31,45,1136,63,75,84,93,101,74,121,32,143,152,162,173,181,191,202,0
11,24,30,40,4113,62,72,83,92,101,75,122,28,143,153,161,173,182,191,202,0
11,6,30,410,14555,64,71,81,93,101,73,123,23,143,151,161,171,182,192,202,0
14,15,33,410,950,65,75,84,93,101,74,122,33,143,153,162,173,181,191,202,0
14,24,31,410,1199,65,75,84,93,101,75,122,60,143,151,162,172,182,191,202,0
14,12,33,410,1082,65,73,84,93,101,75,122,48,141,151,162,173,182,191,202,0
11,30,30,410,2150,65,73,84,92,103,73,121,24,141,151,161,173,182,191,202,0
11,36,31,410,2820,65,72,84,91,101,75,122,27,143,151,162,173,182,191,202,0
11,48,30,42,3060,65,74,84,93,101,75,124,28,143,151,162,173,182,191,202,0
14,18,30,42,2600,65,73,84,93,101,75,121,65,143,152,162,173,182,191,202,0
13,21,33,410,5003,64,73,81,92,101,75,123,29,141,151,162,173,182,192,202,0
11,60,30,45,6288,65,73,84,93,101,75,121,42,143,152,161,173,182,191,202,0
13,24,32,410,2538,65,75,84,93,101,75,122,47,143,151,162,172,181,191,202,0
13,9,30,42,1478,65,74,84,93,101,73,122,22,143,151,161,173,182,191,202,0
11,39,31,42,4933,65,74,82,93,103,73,124,25,143,151,162,173,182,191,202,0
13,18,31,410,1530,65,73,83,93,101,73,123,32,141,151,162,173,182,191,202,0
11,9,34,410,1437,61,74,82,93,101,74,121,29,143,151,161,173,182,191,202,0
14,15,30,43,1275,64,73,84,92,101,73,122,24,143,153,161,173,182,191,202,0
14,24,30,42,1823,65,71,84,93,101,73,122,30,142,151,161,174,181,191,202,0
14,9,30,410,1422,65,72,83,93,101,73,121,27,143,152,161,174,182,192,202,0
14,18,30,43,1217,65,73,84,94,101,74,124,47,143,151,161,172,182,192,202,0
14,36,30,410,9271,65,74,82,93,101,72,122,24,143,151,161,173,182,192,202,0
14,36,32,48,2145,65,74,82,93,101,72,122,24,143,151,162,173,182,192,202,0
14,36,30,410,1842,65,72,84,92,101,75,122,34,143,151,161,173,182,192,202,0
11,18,32,41,4297,65,75,84,91,101,74,121,40,143,151,161,174,182,192,202,0
14,6,31,41,3384,65,73,81,91,101,75,124,44,143,153,161,174,182,192,202,0
11,18,31,42,1245,65,73,84,94,101,73,122,33,143,151,161,173,182,191,202,0
13,15,30,45,4623,61,73,83,93,101,73,123,40,143,151,161,174,182,192,202,0
11,30,31,41,8386,65,74,82,93,101,73,123,49,143,151,161,173,182,191,202,0
14,24,32,42,1024,65,72,84,94,101,75,124,48,142,151,161,173,182,191,202,0
11,36,30,410,14318,65,75,84,93,101,73,121,57,143,152,161,174,182,192,202,0
11,6,34,45,433,63,72,84,92,101,73,123,24,141,153,161,173,181,191,202,0
14,12,34,42,2149,65,73,84,91,101,72,121,29,143,152,161,173,182,191,202,0
13,24,30,42,2397,62,75,83,93,101,73,122,35,141,151,162,173,182,192,202,0
11,6,34,410,931,61,72,81,92,101,72,123,32,142,151,161,172,182,191,202,0
11,15,32,44,1512,63,73,83,94,101,74,123,61,142,151,162,173,182,191,202,0
11,24,33,48,4241,65,73,81,93,101,75,124,36,143,151,163,172,182,192,202,0
11,24,31,41,4736,65,72,82,92,101,75,122,25,141,151,161,172,182,191,202,0
11,15,33,410,1778,65,72,82,92,101,72,124,26,143,153,162,171,182,191,202,0
12,15,30,42,2327,65,72,82,92,101,74,124,25,143,151,161,172,182,191,202,0
14,24,34,41,6872,65,72,82,91,101,72,123,55,141,151,161,173,182,192,202,0
14,12,30,45,795,65,72,84,92,101,75,123,53,143,151,161,173,182,191,202,0
12,30,32,48,1908,65,75,84,93,101,75,124,66,143,151,161,174,182,192,202,0
11,36,33,48,1953,65,75,84,93,101,75,121,61,143,152,161,174,182,192,202,0
12,18,30,41,2864,65,73,82,93,101,72,124,34,143,151,161,172,181,191,202,0
12,21,31,45,2319,65,72,82,91,101,72,122,33,143,153,161,173,182,191,202,0
14,24,30,410,915,64,75,84,92,101,73,122,29,141,151,161,173,182,191,202,0
12,24,30,410,947,65,74,84,93,101,74,121,38,141,152,161,173,181,191,202,0
14,24,30,410,1381,64,73,84,92,101,73,123,35,143,151,161,173,182,191,202,0
14,24,30,410,1285,64,74,84,92,101,75,121,32,143,153,161,173,182,191,202,0
14,24,30,410,1371,64,73,84,92,101,75,124,25,143,153,161,173,182,191,202,0
11,18,30,410,1042,64,73,84,92,101,73,123,33,143,151,161,173,182,191,202,0
14,12,30,410,900,64,73,84,94,101,73,122,23,143,151,161,173,182,191,202,0
14,24,30,410,1207,65,72,84,92,101,75,123,24,143,153,161,173,182,191,202,0
11,18,33,410,2278,61,72,83,92,101,74,122,28,143,151,162,173,182,191,202,0
14,60,32,48,6836,65,75,83,93,101,75,121,63,143,151,162,173,182,192,202,0
14,24,30,41,3345,65,75,84,93,101,73,123,39,143,153,161,174,182,192,202,0
14,6,34,45,1198,65,75,84,92,101,75,121,35,143,152,161,173,182,191,202,0
11,48,30,48,15672,65,73,82,93,101,73,122,23,143,151,161,173,182,192,202,0
14,60,30,48,7297,65,75,84,93,102,75,121,36,143,153,161,173,182,191,202,0
13,18,30,44,1943,65,72,84,92,101,75,124,23,143,151,161,173,182,191,202,0
14,18,30,42,3190,65,73,82,92,101,73,124,24,143,151,161,173,182,191,202,0
11,9,34,40,5129,65,75,82,92,101,75,121,74,141,152,161,174,181,192,202,0
13,18,32,41,1808,65,74,84,92,101,72,124,22,143,151,161,173,182,191,202,0
12,10,30,410,1240,61,75,81,92,101,75,121,48,143,152,161,172,181,191,202,0
14,12,30,410,759,65,74,84,93,101,73,124,26,143,151,161,173,182,191,202,0
11,8,30,41,1237,65,73,83,92,101,75,124,24,143,151,161,173,182,191,202,0
13,9,30,41,1980,65,72,82,92,102,73,122,19,143,153,162,173,182,191,202,0
11,48,30,42,10961,63,74,81,93,102,73,121,27,141,151,162,173,182,192,202,0
14,36,32,45,6887,65,73,84,93,101,74,123,29,142,151,161,173,182,192,202,0
14,24,30,42,1938,65,72,84,91,101,74,123,32,143,151,161,173,182,191,202,0
14,21,30,42,1835,65,73,83,92,101,73,124,25,143,151,162,173,182,192,202,0
14,24,32,42,1659,65,72,84,92,101,73,122,29,143,153,161,172,182,192,202,0
11,6,32,410,1209,65,71,84,93,101,75,123,47,143,151,161,174,182,192,202,0
11,48,33,48,3844,61,74,84,93,101,75,121,34,143,152,161,172,181,191,202,0
14,12,31,410,4843,65,75,83,93,102,75,123,43,143,153,162,173,182,192,202,0
11,12,30,44,639,65,73,84,93,101,73,122,30,143,151,161,173,182,191,202,0
11,48,30,42,5951,65,73,82,92,101,73,124,22,143,151,161,173,182,191,202,0
11,36,33,42,3804,65,73,84,92,101,72,122,42,143,151,161,173,182,192,202,0
13,36,32,42,4463,65,73,84,93,101,73,122,26,143,151,162,174,182,192,202,0
13,36,32,48,7980,64,72,84,93,101,75,122,27,143,153,162,173,182,192,202,0
12,36,30,42,4210,65,73,84,93,101,73,122,26,143,151,161,173,182,191,202,0
13,6,30,41,4611,65,72,81,92,101,75,123,32,143,151,161,173,182,191,202,0
11,24,30,40,11560,65,73,81,92,101,75,122,23,143,153,162,174,182,191,202,0
13,18,33,48,4165,65,73,82,93,101,73,122,36,142,151,162,173,181,191,202,0
11,24,30,41,4057,65,74,83,91,101,74,122,43,143,151,161,173,182,192,202,0
13,18,34,410,6458,65,75,82,93,101,75,121,39,141,151,162,174,181,192,202,0
13,12,30,410,1386,62,73,82,92,101,73,123,26,143,151,161,173,182,191,202,0
14,36,30,45,1977,64,75,84,93,101,75,121,40,143,151,161,174,182,192,202,0
11,18,31,41,1928,65,72,82,93,101,73,124,31,143,151,162,172,182,191,202,0
13,12,30,41,1123,62,73,84,92,101,75,122,29,143,153,161,172,182,191,202,0
11,24,30,49,11328,65,73,82,93,102,74,122,29,141,151,162,174,182,192,202,0
11,24,31,49,11938,65,73,82,93,102,74,122,39,143,151,162,174,181,192,202,0
11,27,31,42,2520,62,73,84,93,101,73,123,23,143,151,162,172,182,191,202,0
11,30,32,42,1919,61,72,84,93,101,74,121,30,142,151,162,174,182,191,202,0
11,60,34,49,14782,61,75,83,92,101,75,121,60,141,152,162,174,182,192,202,0
11,36,30,42,2671,61,73,84,92,102,75,121,50,143,152,161,173,182,191,202,0
11,36,30,45,12612,61,73,81,93,101,75,121,47,143,152,161,173,181,192,202,0
11,45,30,42,3031,61,73,84,93,103,75,123,21,143,153,161,173,182,191,202,0
14,12,34,42,626,65,73,84,92,101,75,124,24,141,151,161,172,182,191,202,0
11,24,31,48,1935,65,75,84,91,101,75,124,31,143,151,162,173,182,192,202,0
12,24,31,410,1344,64,74,84,93,101,73,124,37,141,151,162,172,181,191,202,0
13,18,30,41,1533,65,72,84,94,102,72,123,43,143,151,161,172,181,191,202,0
14,48,30,410,3931,65,74,84,93,101,75,121,46,143,152,161,173,181,191,202,0
14,24,34,41,3349,62,72,84,93,101,75,121,30,143,152,161,173,181,192,202,0
14,36,30,42,2302,65,73,84,91,101,75,122,31,143,153,161,173,182,191,202,0
14,42,30,42,3965,65,72,84,93,101,74,122,34,143,151,161,173,182,191,202,0
14,12,30,42,727,61,72,84,94,101,74,121,33,143,151,161,172,182,192,202,0
13,48,30,48,3914,64,73,84,91,101,73,124,38,141,151,161,173,182,191,202,0
14,48,30,48,4308,65,72,83,92,101,75,123,24,143,153,161,173,182,191,202,0
11,12,30,42,1534,65,72,81,94,101,72,124,23,143,153,161,173,182,191,202,0
13,18,31,410,2775,65,74,82,93,101,73,123,31,141,151,162,173,182,191,202,0
14,40,31,45,5998,65,73,84,93,101,74,121,27,141,151,161,173,182,192,202,0
12,15,31,42,1271,64,73,83,93,101,75,121,39,143,152,162,173,182,192,202,0
11,12,30,410,1295,65,72,83,92,101,72,122,25,143,153,161,173,182,191,202,0
11,36,30,40,9398,65,72,81,94,101,75,122,28,143,153,161,174,182,192,202,0
11,12,30,41,951,61,72,84,92,101,75,122,27,141,153,164,173,182,191,202,0
11,24,30,410,1355,65,72,83,92,101,75,122,25,143,151,161,172,182,192,202,0
14,48,30,43,3051,65,73,83,93,101,75,122,54,143,151,161,173,182,191,202,0
13,36,31,410,7855,65,73,84,92,101,73,124,25,142,151,162,173,182,192,202,0
13,18,30,42,433,65,71,83,92,102,75,124,22,143,153,161,173,182,191,202,0
13,36,32,48,9572,65,72,81,91,101,72,122,28,143,151,162,173,182,191,202,0
11,24,34,45,1837,65,74,84,92,101,75,121,34,141,152,161,172,182,191,202,0
11,30,31,410,4249,65,71,84,94,101,73,122,28,143,151,162,174,182,191,202,0
11,30,31,410,5234,65,71,84,94,101,73,122,28,143,151,162,174,182,191,202,0
14,48,30,42,6758,65,73,83,92,101,73,122,31,143,151,161,173,182,192,202,0
14,9,30,42,1366,65,72,83,92,101,75,123,22,143,153,161,173,182,191,202,0
14,24,34,49,1358,64,75,84,93,101,74,122,40,142,151,161,174,182,192,202,0
14,18,30,41,2473,65,71,84,93,101,72,122,25,143,151,161,171,182,191,202,0
12,9,33,42,1337,65,72,84,93,101,73,122,34,143,151,162,174,182,192,202,0
14,48,30,410,7763,65,75,84,93,101,75,121,42,141,152,161,174,182,191,202,0
11,15,34,410,1264,61,73,82,94,101,73,123,25,143,153,161,173,182,191,202,0
11,15,30,410,2631,61,73,82,92,101,75,122,28,143,153,162,173,182,192,202,0
11,48,30,410,6560,61,74,83,93,101,73,123,24,143,151,161,173,182,191,202,0
14,24,30,410,3123,65,72,84,92,101,72,123,27,143,151,161,173,182,191,202,0
14,36,31,45,8065,65,73,83,92,101,73,121,25,143,151,162,174,182,192,202,0
14,24,30,42,2439,65,72,84,92,101,75,124,35,143,151,161,173,182,192,202,0
11,36,30,41,9034,61,72,84,93,102,72,121,29,143,153,161,174,182,192,202,0
11,60,30,410,14027,65,74,84,93,101,73,121,27,143,151,161,174,182,192,202,0
14,36,31,40,9629,65,74,84,93,101,75,122,24,143,151,162,173,182,192,202,0
11,12,30,42,1484,64,73,82,94,101,72,124,25,143,151,161,173,182,192,202,0
14,18,30,41,1131,65,71,84,92,101,73,122,33,143,151,161,173,182,191,202,0
11,24,32,41,2064,65,71,83,92,101,73,123,34,143,151,161,174,182,192,202,0
11,18,30,40,12976,65,71,83,92,101,75,121,38,143,152,161,174,182,192,202,0
13,21,32,48,2580,62,72,84,93,101,73,124,41,141,151,161,172,181,191,202,0
13,27,30,410,2570,65,73,83,92,101,74,124,21,143,153,161,173,182,191,202,0
11,27,30,48,3915,65,73,84,93,101,73,122,36,143,151,161,173,181,192,202,0
13,10,30,410,1309,64,73,84,93,103,75,123,27,143,151,161,172,182,191,202,0
14,24,30,410,4817,65,74,82,93,102,74,123,31,143,151,161,173,182,192,202,0
14,12,30,410,2579,65,72,84,93,101,72,124,33,143,151,161,172,181,191,202,0
11,36,32,410,2225,65,75,84,93,101,75,121,57,141,152,162,173,182,192,202,0
14,18,30,41,4153,65,73,82,93,102,74,122,42,143,151,161,173,182,191,202,0
14,18,33,41,3114,65,72,81,92,101,75,123,26,143,153,161,173,182,191,202,0
14,18,31,41,2124,65,73,84,92,101,75,124,24,143,153,162,173,182,191,202,0
14,18,34,41,1553,65,73,84,93,101,74,122,44,141,151,161,173,182,191,202,0
14,30,30,41,2406,65,74,84,92,101,75,124,23,143,153,161,173,182,191,202,0
14,24,32,410,1333,65,71,84,93,101,73,124,43,143,152,162,173,181,191,202,0
14,48,33,41,7119,65,73,83,93,101,75,121,53,143,152,162,173,181,191,202,0
14,24,32,410,4870,65,73,83,93,101,75,121,53,143,152,162,173,181,191,202,0
14,12,31,410,691,65,75,84,93,101,74,123,35,143,151,162,173,182,191,202,0
14,42,32,42,4370,65,74,83,93,101,73,123,26,141,151,162,173,181,192,202,0
14,36,34,41,2746,65,75,84,93,101,75,122,31,141,151,161,173,182,191,202,0
14,24,33,41,4110,65,75,83,93,101,75,121,23,141,153,162,173,181,191,202,0
14,18,30,41,2462,65,73,82,93,101,73,122,22,143,151,161,173,182,191,202,0
14,12,30,41,1282,65,73,82,92,101,75,122,20,143,153,161,173,182,191,202,0
11,12,33,41,2969,65,72,84,92,101,74,123,25,143,153,162,173,182,191,202,0
14,48,33,40,4605,65,75,83,93,101,75,121,24,143,152,162,173,181,191,202,0
14,48,31,40,6331,65,75,84,93,101,75,121,46,143,152,162,173,182,192,202,0
14,24,34,41,3552,65,74,83,93,101,75,122,27,141,151,161,173,182,191,202,0
14,12,34,410,697,65,72,84,93,101,73,122,46,141,151,162,173,182,192,202,0
14,24,30,410,1442,65,74,84,92,101,75,122,23,143,153,162,173,182,191,202,0
14,27,33,48,5293,65,71,82,93,101,75,123,50,143,151,162,173,182,192,202,0
14,21,32,45,3414,65,72,82,93,101,72,123,26,142,151,162,173,182,191,202,0
14,18,30,41,2039,65,73,81,92,101,75,124,20,143,153,161,173,182,191,202,0
14,24,34,48,3161,65,73,84,93,101,73,123,31,141,153,161,173,182,192,202,0
14,12,30,47,902,65,74,84,94,101,75,123,21,143,153,161,173,182,191,202,0
14,48,30,40,10297,65,74,84,93,101,75,121,39,143,152,163,173,181,192,202,0
11,48,33,48,14421,65,73,82,93,101,73,122,25,142,151,161,173,182,192,202,0
11,18,31,410,1056,65,75,83,93,103,74,124,30,143,151,162,173,182,191,202,0
14,12,30,410,1274,65,72,83,92,101,72,124,37,141,151,161,172,182,191,202,0
11,12,30,410,1223,65,75,81,91,101,72,124,46,143,153,162,173,182,191,202,0
14,12,30,410,1372,65,74,82,91,101,74,122,36,143,151,161,173,182,191,202,0
14,16,31,410,2625,65,75,82,93,103,75,123,43,143,153,161,173,182,192,201,0
14,20,31,410,2235,65,73,84,94,103,73,123,33,141,153,162,173,182,191,201,0
11,9,30,41,959,65,73,81,92,101,73,122,29,141,151,161,173,182,191,202,0
11,18,31,410,884,65,75,84,93,101,75,122,36,143,151,161,173,181,192,202,0
11,24,30,410,1246,65,72,84,93,101,73,124,23,141,151,161,172,182,191,202,0
11,36,32,410,8086,61,75,82,93,101,75,122,42,142,151,164,174,182,192,202,0
13,48,31,410,10127,62,73,82,93,101,73,121,44,143,152,161,173,182,191,202,0
11,12,30,410,888,65,75,84,93,101,75,122,41,141,151,161,172,181,191,202,0
13,12,30,45,719,65,75,84,93,101,75,122,41,141,151,161,172,181,191,202,0
11,36,30,410,12389,64,73,81,93,101,75,121,37,141,152,161,173,182,192,202,0
14,12,30,42,709,65,75,84,93,101,75,124,57,143,151,161,172,182,191,202,0
11,15,34,410,6850,61,71,81,93,101,73,123,34,142,151,161,174,181,192,202,0
13,10,30,41,2210,65,73,82,93,101,73,124,25,143,153,161,172,182,191,202,0
13,30,34,40,7485,64,71,84,92,101,72,124,53,141,151,161,174,182,192,202,0
14,18,34,410,1442,65,74,84,93,101,75,121,32,141,152,162,172,181,191,202,0
13,12,31,42,797,64,75,84,92,101,74,123,33,143,151,161,172,181,191,202,0
11,45,31,42,4746,65,72,84,93,101,73,123,24,141,151,162,172,182,191,202,0
12,12,31,410,939,62,74,84,94,101,73,124,28,143,151,163,173,182,192,202,0
11,21,30,48,1188,65,75,82,92,101,75,123,39,143,151,161,173,181,191,202,0
13,48,31,40,11590,61,73,82,92,101,75,122,24,143,153,162,172,182,191,202,0
12,12,34,48,609,65,72,84,92,101,72,124,26,141,151,161,171,182,191,202,0
14,18,31,44,1190,65,71,82,92,101,75,121,55,143,152,163,171,181,191,202,0
11,21,30,48,2767,61,75,84,91,101,73,122,61,143,153,162,172,182,191,202,0
11,30,30,41,3441,61,73,82,92,101,75,122,21,141,153,161,173,182,191,202,0
11,30,33,48,4280,61,73,84,92,101,75,122,26,143,153,162,172,182,191,202,0
11,24,30,42,3092,61,72,83,94,101,73,122,22,143,153,161,173,182,192,202,0
13,18,30,410,6761,64,73,82,93,101,75,122,68,142,153,162,173,182,191,202,0
11,12,30,42,1331,65,72,82,93,101,72,122,22,143,151,161,173,182,191,202,0
11,54,33,48,15945,65,72,83,93,101,75,121,58,143,153,161,173,182,192,202,0
14,24,30,41,3234,65,72,84,92,101,75,124,23,143,153,161,172,182,192,202,0
11,15,30,42,802,65,75,84,93,101,74,122,37,143,151,161,173,181,191,202,0
11,48,30,41,9960,65,72,81,92,101,73,122,26,141,151,161,173,182,192,202,0
13,24,32,48,8648,65,72,82,93,101,73,122,27,141,151,162,173,182,192,202,0
14,18,30,42,1345,65,73,84,94,101,74,124,26,143,151,161,173,182,191,202,0
14,45,30,42,1845,65,73,84,93,101,75,121,23,143,152,161,173,182,192,202,0
14,21,34,410,1647,64,73,84,93,101,73,123,40,141,151,162,172,181,191,202,0
